date,source,grade,sex,market_code,market_name,is_national_total,is_regional_total,price_won_per_kg,head_count,part,country_name,ma7,ma30
2019-01-30,ekape_auction,1,전체,Center,Center,False,False,17606.0,4608,전체(도체),,,
2019-03-01,ekape_auction,1,전체,Center,Center,False,False,17606.0,2236,전체(도체),,,
2019-03-31,ekape_auction,1,전체,Center,Center,False,False,17396.0,2745,전체(도체),,17536.0,
2019-04-30,ekape_auction,1,전체,Center,Center,False,False,17430.0,3352,전체(도체),,17509.5,
2019-05-30,ekape_auction,1,전체,Center,Center,False,False,17649.0,3315,전체(도체),,17537.4,
2019-06-29,ekape_auction,1,전체,Center,Center,False,False,17708.0,3144,전체(도체),,17565.833333333332,
2019-07-29,ekape_auction,1,전체,Center,Center,False,False,17550.0,3049,전체(도체),,17563.571428571428,
2019-08-28,ekape_auction,1,전체,Center,Center,False,False,18251.0,4412,전체(도체),,17655.714285714286,
2019-09-27,ekape_auction,1,전체,Center,Center,False,False,18801.0,4198,전체(도체),,17826.428571428572,
2019-10-27,ekape_auction,1,전체,Center,Center,False,False,18294.0,3445,전체(도체),,17954.714285714286,17829.1
2019-11-26,ekape_auction,1,전체,Center,Center,False,False,17824.0,3926,전체(도체),,18011.0,17828.636363636364
2019-12-26,ekape_auction,1,전체,Center,Center,False,False,18246.0,4152,전체(도체),,18096.285714285714,17863.416666666668
2020-01-25,ekape_auction,1,전체,Center,Center,False,False,19590.0,4545,전체(도체),,18365.14285714286,17996.23076923077
2020-02-24,ekape_auction,1,전체,Center,Center,False,False,18406.0,2215,전체(도체),,18487.428571428572,18025.5
2020-03-25,ekape_auction,1,전체,Center,Center,False,False,19171.0,3076,전체(도체),,18618.85714285714,18101.866666666665
2020-04-24,ekape_auction,1,전체,Center,Center,False,False,19852.0,3080,전체(도체),,18769.0,18211.25
2020-05-24,ekape_auction,1,전체,Center,Center,False,False,20415.0,2767,전체(도체),,19072.0,18340.882352941175
2020-06-23,ekape_auction,1,전체,Center,Center,False,False,20336.0,3259,전체(도체),,19430.85714285714,18451.722222222223
2020-07-23,ekape_auction,1,전체,Center,Center,False,False,20345.0,3050,전체(도체),,19730.714285714286,18551.36842105263
2020-08-22,ekape_auction,1,전체,Center,Center,False,False,20746.0,2701,전체(도체),,19895.85714285714,18661.1
2020-09-21,ekape_auction,1,전체,Center,Center,False,False,20402.0,3667,전체(도체),,20181.0,18744.0
2020-10-21,ekape_auction,1,전체,Center,Center,False,False,20668.0,2299,전체(도체),,20394.85714285714,18831.454545454544
2020-11-20,ekape_auction,1,전체,Center,Center,False,False,19889.0,3239,전체(도체),,20400.14285714286,18877.434782608696
2020-12-20,ekape_auction,1,전체,Center,Center,False,False,18705.0,3121,전체(도체),,20155.85714285714,18870.25
2021-01-19,ekape_auction,1,전체,Center,Center,False,False,20898.0,4023,전체(도체),,20236.14285714286,18951.36
2021-02-18,ekape_auction,1,전체,Center,Center,False,False,19676.0,3840,전체(도체),,20140.571428571428,18979.23076923077
2021-03-20,ekape_auction,1,전체,Center,Center,False,False,20156.0,3251,전체(도체),,20056.285714285714,19022.814814814814
2021-04-19,ekape_auction,1,전체,Center,Center,False,False,20443.0,2887,전체(도체),,20062.14285714286,19073.535714285714
2021-05-19,ekape_auction,1,전체,Center,Center,False,False,20875.0,3869,전체(도체),,20091.714285714286,19135.655172413793
2021-06-18,ekape_auction,1,전체,Center,Center,False,False,21320.0,3433,전체(도체),,20296.14285714286,19208.466666666667
2021-07-18,ekape_auction,1,전체,Center,Center,False,False,21452.0,3636,전체(도체),,20688.571428571428,19336.666666666668
2021-08-17,ekape_auction,1,전체,Center,Center,False,False,21516.0,3495,전체(도체),,20776.85714285714,19467.0
2021-09-16,ekape_auction,1,전체,Center,Center,False,False,22675.0,6047,전체(도체),,21205.285714285714,19642.966666666667
2021-10-16,ekape_auction,1,전체,Center,Center,False,False,21956.0,2780,전체(도체),,21462.428571428572,19793.833333333332
2021-11-15,ekape_auction,1,전체,Center,Center,False,False,20146.0,3469,전체(도체),,21420.0,19877.066666666666
2021-12-15,ekape_auction,1,전체,Center,Center,False,False,20246.0,4231,전체(도체),,21330.14285714286,19961.666666666668
2022-01-14,ekape_auction,1,전체,Center,Center,False,False,20022.0,5368,전체(도체),,21144.714285714286,20044.066666666666
2022-02-13,ekape_auction,1,전체,Center,Center,False,False,18420.0,3541,전체(도체),,20711.571428571428,20049.7
2022-03-15,ekape_auction,1,전체,Center,Center,False,False,18923.0,3379,전체(도체),,20341.14285714286,20053.766666666666
2022-04-14,ekape_auction,1,전체,Center,Center,False,False,19050.0,4288,전체(도체),,19823.285714285714,20078.966666666667
2022-05-14,ekape_auction,1,전체,Center,Center,False,False,17782.0,4059,전체(도체),,19227.0,20077.566666666666
2022-06-13,ekape_auction,1,전체,Center,Center,False,False,18782.0,3696,전체(도체),,19032.14285714286,20095.433333333334
2022-07-13,ekape_auction,1,전체,Center,Center,False,False,18242.0,4606,전체(도체),,18745.85714285714,20050.5
2022-08-12,ekape_auction,1,전체,Center,Center,False,False,18563.0,4712,전체(도체),,18537.428571428572,20055.733333333334
2022-09-11,ekape_auction,1,전체,Center,Center,False,False,19599.0,5041,전체(도체),,18705.85714285714,20070.0
2022-10-11,ekape_auction,1,전체,Center,Center,False,False,18814.0,3841,전체(도체),,18690.285714285714,20035.4
2022-11-10,ekape_auction,1,전체,Center,Center,False,False,17926.0,4289,전체(도체),,18529.714285714286,19952.433333333334
2022-12-10,ekape_auction,1,전체,Center,Center,False,False,16045.0,4351,전체(도체),,18281.571428571428,19809.4
2023-01-09,ekape_auction,1,전체,Center,Center,False,False,15991.0,5494,전체(도체),,17882.85714285714,19664.266666666666
2023-02-08,ekape_auction,1,전체,Center,Center,False,False,15117.0,4433,전체(도체),,17436.428571428572,19476.633333333335
2023-03-10,ekape_auction,1,전체,Center,Center,False,False,16495.0,4678,전체(도체),,17141.0,19346.4
2023-04-09,ekape_auction,1,전체,Center,Center,False,False,15737.0,3904,전체(도체),,16589.285714285714,19182.033333333333
2023-05-09,ekape_auction,1,전체,Center,Center,False,False,14222.0,4709,전체(도체),,15933.285714285714,18993.133333333335
2023-06-08,ekape_auction,1,전체,Center,Center,False,False,14614.0,4449,전체(도체),,15460.142857142857,18856.766666666666
2023-07-08,ekape_auction,1,전체,Center,Center,False,False,14338.0,4481,전체(도체),,15216.285714285714,18638.1
2023-08-07,ekape_auction,1,전체,Center,Center,False,False,15120.0,4165,전체(도체),,15091.857142857143,18486.233333333334
2023-09-06,ekape_auction,1,전체,Center,Center,False,False,17059.0,5339,전체(도체),,15369.285714285714,18383.0
2023-10-06,ekape_auction,1,전체,Center,Center,False,False,18200.0,5277,전체(도체),,15612.857142857143,18308.233333333334
2023-11-05,ekape_auction,1,전체,Center,Center,False,False,16990.0,3845,전체(도체),,15791.857142857143,18178.733333333334
2023-12-05,ekape_auction,1,전체,Center,Center,False,False,16502.0,4194,전체(도체),,16117.57142857143,18018.133333333335
2024-01-04,ekape_auction,1,전체,Center,Center,False,False,15837.0,4527,전체(도체),,16292.285714285714,17830.966666666667
2024-02-03,ekape_auction,1,전체,Center,Center,False,False,15053.0,6588,전체(도체),,16394.428571428572,17615.533333333333
2024-03-04,ekape_auction,1,전체,Center,Center,False,False,15668.0,3028,전체(도체),,16472.714285714286,17381.966666666667
2024-04-03,ekape_auction,1,전체,Center,Center,False,False,15054.0,4689,전체(도체),,16186.285714285714,17151.9
2024-05-03,ekape_auction,1,전체,Center,Center,False,False,14671.0,4723,전체(도체),,15682.142857142857,16969.4
2024-06-02,ekape_auction,1,전체,Center,Center,False,False,14450.0,3873,전체(도체),,15319.285714285714,16776.2
2024-07-02,ekape_auction,1,전체,Center,Center,False,False,13803.0,4427,전체(도체),,14933.714285714286,16568.9
2024-08-01,ekape_auction,1,전체,Center,Center,False,False,14422.0,4588,전체(도체),,14731.57142857143,16435.633333333335
2024-08-31,ekape_auction,1,전체,Center,Center,False,False,15881.0,5309,전체(도체),,14849.857142857143,16334.233333333334
2024-09-30,ekape_auction,1,전체,Center,Center,False,False,17121.0,3976,전체(도체),,15057.42857142857,16269.933333333332
2024-10-30,ekape_auction,1,전체,Center,Center,False,False,16476.0,4443,전체(도체),,15260.57142857143,16226.4
2024-11-29,ekape_auction,1,전체,Center,Center,False,False,16531.0,4278,전체(도체),,15526.285714285714,16151.366666666667
2024-12-29,ekape_auction,1,전체,Center,Center,False,False,16825.0,4206,전체(도체),,15865.57142857143,16104.133333333333
2025-01-28,ekape_auction,1,전체,Center,Center,False,False,16481.0,5851,전체(도체),,16248.142857142857,16034.733333333334
2025-02-27,ekape_auction,1,전체,Center,Center,False,False,16024.0,3757,전체(도체),,16477.0,15915.566666666668
2025-03-29,ekape_auction,1,전체,Center,Center,False,False,16180.0,4034,전체(도체),,16519.714285714286,15827.766666666666
2025-04-28,ekape_auction,1,전체,Center,Center,False,False,16444.0,4355,전체(도체),,16423.0,15778.366666666667
2025-05-28,ekape_auction,1,전체,Center,Center,False,False,15862.0,4547,전체(도체),,16335.285714285714,15772.266666666666
2025-06-27,ekape_auction,1,전체,Center,Center,False,False,16307.0,4119,전체(도체),,16303.285714285714,15782.8
2025-07-27,ekape_auction,1,전체,Center,Center,False,False,17123.0,3709,전체(도체),,16345.857142857143,15849.666666666666
2025-08-26,ekape_auction,1,전체,Center,Center,False,False,18018.0,4368,전체(도체),,16565.428571428572,15900.433333333332
2025-09-25,ekape_auction,1,전체,Center,Center,False,False,18960.0,6667,전체(도체),,16984.85714285714,16007.866666666667
2025-10-25,ekape_auction,1,전체,Center,Center,False,False,19033.0,3030,전체(도체),,17392.428571428572,16168.233333333334
2025-11-24,ekape_auction,1,전체,Center,Center,False,False,18856.0,3697,전체(도체),,17737.0,16309.633333333333
2025-12-24,ekape_auction,1,전체,Center,Center,False,False,18912.0,4528,전체(도체),,18172.714285714286,16462.1
2026-01-23,ekape_auction,1,전체,Center,Center,False,False,19805.0,4752,전체(도체),,18672.428571428572,16618.266666666666
2026-02-22,ekape_auction,1,전체,Center,Center,False,False,19182.0,4135,전체(도체),,18966.571428571428,16689.033333333333
2026-03-24,ekape_auction,1,전체,Center,Center,False,False,19354.0,3844,전체(도체),,19157.428571428572,16727.5
2026-04-23,ekape_auction,1,전체,Center,Center,False,False,18846.0,4335,전체(도체),,19141.14285714286,16789.366666666665
2026-05-23,ekape_auction,1,전체,Center,Center,False,False,18269.0,3851,전체(도체),,19032.0,16848.266666666666
2026-06-17,ekape_auction,1,전체,Center,Center,False,False,19531.0,2728,전체(도체),,19128.428571428572,16971.4
2026-06-19,ekape_auction,1,전체,Center,Center,False,False,20123.0,258,전체(도체),,19301.428571428572,17140.4
2026-06-23,ekape_auction,1,전체,Center,Center,False,False,17503.0,3,전체(도체),,18972.571428571428,17201.566666666666
2026-06-25,ekape_auction,1,전체,Center,Center,False,False,20378.0,251,전체(도체),,19143.428571428572,17379.033333333333
2026-06-29,ekape_auction,1,전체,Center,Center,False,False,20000.0,82,전체(도체),,19235.714285714286,17556.666666666668
2019-01-30,ekape_auction,1,전체,0613,관성,False,False,17434.0,377,전체(도체),,,
2019-03-01,ekape_auction,1,전체,0613,관성,False,False,17722.0,146,전체(도체),,,
2019-03-31,ekape_auction,1,전체,0613,관성,False,False,17136.0,184,전체(도체),,17430.666666666668,
2019-04-30,ekape_auction,1,전체,0613,관성,False,False,16349.0,241,전체(도체),,17160.25,
2019-05-30,ekape_auction,1,전체,0613,관성,False,False,16671.0,171,전체(도체),,17062.4,
2019-06-29,ekape_auction,1,전체,0613,관성,False,False,16539.0,161,전체(도체),,16975.166666666668,
2019-07-29,ekape_auction,1,전체,0613,관성,False,False,16622.0,193,전체(도체),,16924.714285714286,
2019-08-28,ekape_auction,1,전체,0613,관성,False,False,17356.0,319,전체(도체),,16913.571428571428,
2019-09-27,ekape_auction,1,전체,0613,관성,False,False,18150.0,329,전체(도체),,16974.714285714286,
2019-10-27,ekape_auction,1,전체,0613,관성,False,False,17939.0,192,전체(도체),,17089.428571428572,17191.8
2019-11-26,ekape_auction,1,전체,0613,관성,False,False,17487.0,207,전체(도체),,17252.0,17218.636363636364
2019-12-26,ekape_auction,1,전체,0613,관성,False,False,17800.0,260,전체(도체),,17413.285714285714,17267.083333333332
2020-01-25,ekape_auction,1,전체,0613,관성,False,False,19023.0,361,전체(도체),,17768.14285714286,17402.153846153848
2020-02-24,ekape_auction,1,전체,0613,관성,False,False,17532.0,98,전체(도체),,17898.14285714286,17411.428571428572
2020-03-25,ekape_auction,1,전체,0613,관성,False,False,17869.0,156,전체(도체),,17971.428571428572,17441.933333333334
2020-04-24,ekape_auction,1,전체,0613,관성,False,False,18386.0,163,전체(도체),,18005.14285714286,17500.9375
2020-05-24,ekape_auction,1,전체,0613,관성,False,False,19532.0,160,전체(도체),,18232.714285714286,17620.41176470588
2020-06-23,ekape_auction,1,전체,0613,관성,False,False,19667.0,219,전체(도체),,18544.14285714286,17734.11111111111
2020-07-23,ekape_auction,1,전체,0613,관성,False,False,18807.0,170,전체(도체),,18688.0,17790.57894736842
2020-08-22,ekape_auction,1,전체,0613,관성,False,False,19145.0,165,전체(도체),,18705.428571428572,17858.3
2020-09-21,ekape_auction,1,전체,0613,관성,False,False,19825.0,271,전체(도체),,19033.0,17951.95238095238
2020-10-21,ekape_auction,1,전체,0613,관성,False,False,19704.0,125,전체(도체),,19295.14285714286,18031.590909090908
2020-11-20,ekape_auction,1,전체,0613,관성,False,False,19231.0,150,전체(도체),,19415.85714285714,18083.739130434784
2020-12-20,ekape_auction,1,전체,0613,관성,False,False,18674.0,160,전체(도체),,19293.285714285714,18108.333333333332
2021-01-19,ekape_auction,1,전체,0613,관성,False,False,19775.0,209,전체(도체),,19308.714285714286,18175.0
2021-02-18,ekape_auction,1,전체,0613,관성,False,False,18849.0,198,전체(도체),,19314.714285714286,18200.923076923078
2021-03-20,ekape_auction,1,전체,0613,관성,False,False,19560.0,146,전체(도체),,19374.0,18251.25925925926
2021-04-19,ekape_auction,1,전체,0613,관성,False,False,19021.0,145,전체(도체),,19259.14285714286,18278.75
2021-05-19,ekape_auction,1,전체,0613,관성,False,False,19938.0,219,전체(도체),,19292.571428571428,18335.96551724138
2021-06-18,ekape_auction,1,전체,0613,관성,False,False,19836.0,169,전체(도체),,19379.0,18385.966666666667
2021-07-18,ekape_auction,1,전체,0613,관성,False,False,19658.0,208,전체(도체),,19519.571428571428,18460.1
2021-08-17,ekape_auction,1,전체,0613,관성,False,False,19905.0,145,전체(도체),,19538.14285714286,18532.866666666665
2021-09-16,ekape_auction,1,전체,0613,관성,False,False,21488.0,405,전체(도체),,19915.14285714286,18677.933333333334
2021-10-16,ekape_auction,1,전체,0613,관성,False,False,21212.0,131,전체(도체),,20151.14285714286,18840.033333333333
2021-11-15,ekape_auction,1,전체,0613,관성,False,False,19758.0,140,전체(도체),,20256.428571428572,18942.933333333334
2021-12-15,ekape_auction,1,전체,0613,관성,False,False,19947.0,229,전체(도체),,20257.714285714286,19056.533333333333
2022-01-14,ekape_auction,1,전체,0613,관성,False,False,19425.0,356,전체(도체),,20199.0,19149.966666666667
2022-02-13,ekape_auction,1,전체,0613,관성,False,False,18605.0,207,전체(도체),,20048.571428571428,19191.6
2022-03-15,ekape_auction,1,전체,0613,관성,False,False,17712.0,226,전체(도체),,19735.285714285714,19177.0
2022-04-14,ekape_auction,1,전체,0613,관성,False,False,17544.0,279,전체(도체),,19171.85714285714,19163.833333333332
2022-05-14,ekape_auction,1,전체,0613,관성,False,False,16959.0,259,전체(도체),,18564.285714285714,19146.233333333334
2022-06-13,ekape_auction,1,전체,0613,관성,False,False,17512.0,245,전체(도체),,18243.428571428572,19136.633333333335
2022-07-13,ekape_auction,1,전체,0613,관성,False,False,17274.0,320,전체(도체),,17861.571428571428,19078.333333333332
2022-08-12,ekape_auction,1,전체,0613,관성,False,False,17729.0,299,전체(도체),,17619.285714285714,19084.9
2022-09-11,ekape_auction,1,전체,0613,관성,False,False,18126.0,354,전체(도체),,17550.85714285714,19093.466666666667
2022-10-11,ekape_auction,1,전체,0613,관성,False,False,18097.0,186,전체(도체),,17605.85714285714,19083.833333333332
2022-11-10,ekape_auction,1,전체,0613,관성,False,False,17760.0,184,전체(도체),,17636.714285714286,19024.766666666666
2022-12-10,ekape_auction,1,전체,0613,관성,False,False,16173.0,245,전체(도체),,17524.428571428572,18908.3
2023-01-09,ekape_auction,1,전체,0613,관성,False,False,15176.0,353,전체(도체),,17190.714285714286,18787.266666666666
2023-02-08,ekape_auction,1,전체,0613,관성,False,False,15099.0,281,전체(도체),,16880.0,18652.4
2023-03-10,ekape_auction,1,전체,0613,관성,False,False,15528.0,285,전체(도체),,16565.571428571428,18509.166666666668
2023-04-09,ekape_auction,1,전체,0613,관성,False,False,15202.0,279,전체(도체),,16147.857142857143,18359.1
2023-05-09,ekape_auction,1,전체,0613,관성,False,False,13938.0,322,전체(도체),,15553.714285714286,18182.666666666668
2023-06-08,ekape_auction,1,전체,0613,관성,False,False,13898.0,331,전체(도체),,15002.0,18023.466666666667
2023-07-08,ekape_auction,1,전체,0613,관성,False,False,13301.0,331,전체(도체),,14591.714285714286,17807.666666666668
2023-08-07,ekape_auction,1,전체,0613,관성,False,False,14105.0,269,전체(도체),,14438.714285714286,17649.533333333333
2023-09-06,ekape_auction,1,전체,0613,관성,False,False,16471.0,453,전체(도체),,14634.714285714286,17546.566666666666
2023-10-06,ekape_auction,1,전체,0613,관성,False,False,17929.0,409,전체(도체),,14977.714285714286,17510.166666666668
2023-11-05,ekape_auction,1,전체,0613,관성,False,False,16971.0,208,전체(도체),,15230.42857142857,17411.266666666666
2023-12-05,ekape_auction,1,전체,0613,관성,False,False,16216.0,312,전체(도체),,15555.857142857143,17290.6
2024-01-04,ekape_auction,1,전체,0613,관성,False,False,15435.0,344,전체(도체),,15775.42857142857,17149.833333333332
2024-02-03,ekape_auction,1,전체,0613,관성,False,False,15088.0,469,전체(도체),,16030.714285714286,16989.266666666666
2024-03-04,ekape_auction,1,전체,0613,관성,False,False,14493.0,224,전체(도체),,16086.142857142857,16756.1
2024-04-03,ekape_auction,1,전체,0613,관성,False,False,13917.0,302,전체(도체),,15721.285714285714,16512.933333333334
2024-05-03,ekape_auction,1,전체,0613,관성,False,False,13912.0,398,전체(도체),,15147.42857142857,16318.066666666668
2024-06-02,ekape_auction,1,전체,0613,관성,False,False,13304.0,244,전체(도체),,14623.57142857143,16096.633333333333
2024-07-02,ekape_auction,1,전체,0613,관성,False,False,12946.0,338,전체(도체),,14156.42857142857,15880.666666666666
2024-08-01,ekape_auction,1,전체,0613,관성,False,False,13666.0,292,전체(도체),,13903.714285714286,15716.033333333333
2024-08-31,ekape_auction,1,전체,0613,관성,False,False,14973.0,462,전체(도체),,13887.285714285714,15624.733333333334
2024-09-30,ekape_auction,1,전체,0613,관성,False,False,16701.0,312,전체(도체),,14202.714285714286,15596.633333333333
2024-10-30,ekape_auction,1,전체,0613,관성,False,False,15917.0,284,전체(도체),,14488.42857142857,15561.9
2024-11-29,ekape_auction,1,전체,0613,관성,False,False,15938.0,204,전체(도체),,14777.857142857143,15509.433333333332
2024-12-29,ekape_auction,1,전체,0613,관성,False,False,16467.0,337,전체(도체),,15229.714285714286,15482.533333333333
2025-01-28,ekape_auction,1,전체,0613,관성,False,False,16397.0,518,전체(도체),,15722.714285714286,15438.133333333333
2025-02-27,ekape_auction,1,전체,0613,관성,False,False,15611.0,217,전체(도체),,16000.57142857143,15354.3
2025-03-29,ekape_auction,1,전체,0613,관성,False,False,15413.0,261,전체(도체),,16063.42857142857,15264.833333333334
2025-04-28,ekape_auction,1,전체,0613,관성,False,False,15496.0,343,전체(도체),,15891.285714285714,15189.366666666667
2025-05-28,ekape_auction,1,전체,0613,관성,False,False,15124.0,384,전체(도체),,15778.0,15154.4
2025-06-27,ekape_auction,1,전체,0613,관성,False,False,15534.0,326,전체(도체),,15720.285714285714,15166.333333333334
2025-07-27,ekape_auction,1,전체,0613,관성,False,False,16032.0,277,전체(도체),,15658.142857142857,15197.433333333332
2025-08-26,ekape_auction,1,전체,0613,관성,False,False,17423.0,335,전체(도체),,15804.714285714286,15260.6
2025-09-25,ekape_auction,1,전체,0613,관성,False,False,18412.0,735,전체(도체),,16204.857142857143,15367.6
2025-10-25,ekape_auction,1,전체,0613,관성,False,False,18742.0,216,전체(도체),,16680.428571428572,15527.733333333334
2025-11-24,ekape_auction,1,전체,0613,관성,False,False,18522.0,272,전체(도체),,17112.714285714286,15681.866666666667
2025-12-24,ekape_auction,1,전체,0613,관성,False,False,18637.0,352,전체(도체),,17614.571428571428,15859.733333333334
2026-01-23,ekape_auction,1,전체,0613,관성,False,False,19258.0,410,전체(도체),,18146.571428571428,16031.5
2026-02-22,ekape_auction,1,전체,0613,관성,False,False,18842.0,291,전체(도체),,18548.0,16110.533333333333
2026-03-24,ekape_auction,1,전체,0613,관성,False,False,18871.0,281,전체(도체),,18754.85714285714,16141.933333333332
2026-04-23,ekape_auction,1,전체,0613,관성,False,False,18313.0,322,전체(도체),,18740.714285714286,16186.666666666666
2026-05-23,ekape_auction,1,전체,0613,관성,False,False,17843.0,305,전체(도체),,18612.285714285714,16240.9
2026-06-17,ekape_auction,1,전체,0613,관성,False,False,18527.0,277,전체(도체),,18613.0,16343.966666666667
2026-06-19,ekape_auction,1,전체,0613,관성,False,False,19541.0,7,전체(도체),,18742.14285714286,16492.4
2026-06-23,ekape_auction,1,전체,0613,관성,False,False,17176.0,2,전체(도체),,18444.714285714286,16581.833333333332
2026-06-25,ekape_auction,1,전체,0613,관성,False,False,20041.0,22,전체(도체),,18616.0,16785.966666666667
2026-06-29,ekape_auction,1,전체,0613,관성,False,False,16950.0,2,전체(도체),,18341.571428571428,16887.233333333334
2019-01-30,ekape_auction,1,전체,1005,김해축공,False,False,17846.0,2000,전체(도체),,,
2019-03-01,ekape_auction,1,전체,1005,김해축공,False,False,17745.0,575,전체(도체),,,
2019-03-31,ekape_auction,1,전체,1005,김해축공,False,False,17033.0,1022,전체(도체),,17541.333333333332,
2019-04-30,ekape_auction,1,전체,1005,김해축공,False,False,16552.0,1234,전체(도체),,17294.0,
2019-05-30,ekape_auction,1,전체,1005,김해축공,False,False,16902.0,1099,전체(도체),,17215.6,
2019-06-29,ekape_auction,1,전체,1005,김해축공,False,False,17153.0,978,전체(도체),,17205.166666666668,
2019-07-29,ekape_auction,1,전체,1005,김해축공,False,False,16840.0,1067,전체(도체),,17153.0,
2019-08-28,ekape_auction,1,전체,1005,김해축공,False,False,18063.0,1434,전체(도체),,17184.0,
2019-09-27,ekape_auction,1,전체,1005,김해축공,False,False,18853.0,1266,전체(도체),,17342.285714285714,
2019-10-27,ekape_auction,1,전체,1005,김해축공,False,False,17887.0,868,전체(도체),,17464.285714285714,17487.4
2019-11-26,ekape_auction,1,전체,1005,김해축공,False,False,18234.0,1078,전체(도체),,17704.571428571428,17555.272727272728
2019-12-26,ekape_auction,1,전체,1005,김해축공,False,False,18760.0,1072,전체(도체),,17970.0,17655.666666666668
2020-01-25,ekape_auction,1,전체,1005,김해축공,False,False,19441.0,1359,전체(도체),,18296.85714285714,17793.0
2020-02-24,ekape_auction,1,전체,1005,김해축공,False,False,18327.0,578,전체(도체),,18509.285714285714,17831.14285714286
2020-03-25,ekape_auction,1,전체,1005,김해축공,False,False,18480.0,968,전체(도체),,18568.85714285714,17874.4
2020-04-24,ekape_auction,1,전체,1005,김해축공,False,False,19310.0,953,전체(도체),,18634.14285714286,17964.125
2020-05-24,ekape_auction,1,전체,1005,김해축공,False,False,19686.0,878,전체(도체),,18891.14285714286,18065.41176470588
2020-06-23,ekape_auction,1,전체,1005,김해축공,False,False,20059.0,985,전체(도체),,19151.85714285714,18176.166666666668
2020-07-23,ekape_auction,1,전체,1005,김해축공,False,False,19393.0,867,전체(도체),,19242.285714285714,18240.21052631579
2020-08-22,ekape_auction,1,전체,1005,김해축공,False,False,20800.0,764,전체(도체),,19436.428571428572,18368.2
2020-09-21,ekape_auction,1,전체,1005,김해축공,False,False,20748.0,1250,전체(도체),,19782.285714285714,18481.52380952381
2020-10-21,ekape_auction,1,전체,1005,김해축공,False,False,20782.0,720,전체(도체),,20111.14285714286,18586.090909090908
2020-11-20,ekape_auction,1,전체,1005,김해축공,False,False,20673.0,862,전체(도체),,20305.85714285714,18676.82608695652
2020-12-20,ekape_auction,1,전체,1005,김해축공,False,False,19588.0,834,전체(도체),,20291.85714285714,18714.791666666668
2021-01-19,ekape_auction,1,전체,1005,김해축공,False,False,20296.0,1054,전체(도체),,20325.714285714286,18778.04
2021-02-18,ekape_auction,1,전체,1005,김해축공,False,False,19262.0,1062,전체(도체),,20307.0,18796.653846153848
2021-03-20,ekape_auction,1,전체,1005,김해축공,False,False,19408.0,798,전체(도체),,20108.14285714286,18819.296296296296
2021-04-19,ekape_auction,1,전체,1005,김해축공,False,False,20373.0,743,전체(도체),,20054.571428571428,18874.785714285714
2021-05-19,ekape_auction,1,전체,1005,김해축공,False,False,20621.0,971,전체(도체),,20031.571428571428,18935.0
2021-06-18,ekape_auction,1,전체,1005,김해축공,False,False,21804.0,690,전체(도체),,20193.14285714286,19030.633333333335
2021-07-18,ekape_auction,1,전체,1005,김해축공,False,False,21572.0,716,전체(도체),,20476.571428571428,19154.833333333332
2021-08-17,ekape_auction,1,전체,1005,김해축공,False,False,20932.0,758,전체(도체),,20567.428571428572,19261.066666666666
2021-09-16,ekape_auction,1,전체,1005,김해축공,False,False,21923.0,1283,전체(도체),,20947.571428571428,19424.066666666666
2021-10-16,ekape_auction,1,전체,1005,김해축공,False,False,21673.0,594,전체(도체),,21271.14285714286,19594.766666666666
2021-11-15,ekape_auction,1,전체,1005,김해축공,False,False,21360.0,684,전체(도체),,21412.14285714286,19743.366666666665
2021-12-15,ekape_auction,1,전체,1005,김해축공,False,False,20531.0,884,전체(도체),,21399.285714285714,19855.966666666667
2022-01-14,ekape_auction,1,전체,1005,김해축공,False,False,19872.0,1007,전체(도체),,21123.285714285714,19957.033333333333
2022-02-13,ekape_auction,1,전체,1005,김해축공,False,False,18438.0,658,전체(도체),,20675.571428571428,19969.533333333333
2019-01-30,ekape_auction,1,전체,0905,농협고령,False,False,17263.0,1470,전체(도체),,,
2019-03-01,ekape_auction,1,전체,0905,농협고령,False,False,17290.0,500,전체(도체),,,
2019-03-31,ekape_auction,1,전체,0905,농협고령,False,False,17345.0,677,전체(도체),,17299.333333333332,
2019-04-30,ekape_auction,1,전체,0905,농협고령,False,False,17514.0,658,전체(도체),,17353.0,
2019-05-30,ekape_auction,1,전체,0905,농협고령,False,False,17842.0,644,전체(도체),,17450.8,
2019-06-29,ekape_auction,1,전체,0905,농협고령,False,False,18170.0,526,전체(도체),,17570.666666666668,
2019-07-29,ekape_auction,1,전체,0905,농협고령,False,False,17913.0,576,전체(도체),,17619.571428571428,
2019-08-28,ekape_auction,1,전체,0905,농협고령,False,False,18165.0,1036,전체(도체),,17748.428571428572,
2019-09-27,ekape_auction,1,전체,0905,농협고령,False,False,18660.0,887,전체(도체),,17944.14285714286,
2019-10-27,ekape_auction,1,전체,0905,농협고령,False,False,17751.0,795,전체(도체),,18002.14285714286,17791.3
2019-11-26,ekape_auction,1,전체,0905,농협고령,False,False,17681.0,865,전체(도체),,18026.0,17781.272727272728
2019-12-26,ekape_auction,1,전체,0905,농협고령,False,False,18044.0,1019,전체(도체),,18054.85714285714,17803.166666666668
2020-01-25,ekape_auction,1,전체,0905,농협고령,False,False,19444.0,1212,전체(도체),,18236.85714285714,17929.384615384617
2020-02-24,ekape_auction,1,전체,0905,농협고령,False,False,18132.0,373,전체(도체),,18268.14285714286,17943.85714285714
