week_ending,market_year,commodity_code,commodity_name,country_code,country_name,weekly_exports,outstanding_sales,gross_new_sales,current_my_net_sales,current_my_total_commitment,unit
2020-11-12T00:00:00,2020,1701,"Fresh, Chilled, or Frozen Muscle Cuts of Beef",5700,중국,2163,27636,1894,1861,56025,1
2020-11-12T00:00:00,2020,1701,"Fresh, Chilled, or Frozen Muscle Cuts of Beef",5800,한국,6160,47922,18112,17280,250531,1
2020-11-19T00:00:00,2020,1701,"Fresh, Chilled, or Frozen Muscle Cuts of Beef",5700,중국,2889,26759,2154,2012,58037,1
2020-11-19T00:00:00,2020,1701,"Fresh, Chilled, or Frozen Muscle Cuts of Beef",5800,한국,5276,31860,4538,-10786,239745,1
2020-11-26T00:00:00,2020,1701,"Fresh, Chilled, or Frozen Muscle Cuts of Beef",5700,중국,2138,25417,908,796,58833,1
2020-11-26T00:00:00,2020,1701,"Fresh, Chilled, or Frozen Muscle Cuts of Beef",5800,한국,3985,31626,4129,3751,243496,1
2020-12-03T00:00:00,2020,1701,"Fresh, Chilled, or Frozen Muscle Cuts of Beef",5700,중국,1798,24374,1019,755,59588,1
2020-12-03T00:00:00,2020,1701,"Fresh, Chilled, or Frozen Muscle Cuts of Beef",5800,한국,4423,22571,2916,-4632,238864,1
2020-12-10T00:00:00,2020,1701,"Fresh, Chilled, or Frozen Muscle Cuts of Beef",5700,중국,2353,22705,846,684,60272,1
2020-12-10T00:00:00,2020,1701,"Fresh, Chilled, or Frozen Muscle Cuts of Beef",5800,한국,4809,19928,3501,2166,241030,1
2020-12-17T00:00:00,2020,1701,"Fresh, Chilled, or Frozen Muscle Cuts of Beef",5700,중국,563,22313,203,171,60443,1
2020-12-17T00:00:00,2020,1701,"Fresh, Chilled, or Frozen Muscle Cuts of Beef",5800,한국,3702,18109,2558,1883,242913,1
2020-12-24T00:00:00,2020,1701,"Fresh, Chilled, or Frozen Muscle Cuts of Beef",5700,중국,4400,21001,3366,3088,63531,1
2020-12-24T00:00:00,2020,1701,"Fresh, Chilled, or Frozen Muscle Cuts of Beef",5800,한국,6180,14855,3146,2926,245839,1
2020-12-31T00:00:00,2020,1701,"Fresh, Chilled, or Frozen Muscle Cuts of Beef",5700,중국,1151,19853,17,3,63534,1
2020-12-31T00:00:00,2020,1701,"Fresh, Chilled, or Frozen Muscle Cuts of Beef",5800,한국,3213,11717,180,75,245914,1
2021-01-07T00:00:00,2021,1701,"Fresh, Chilled, or Frozen Muscle Cuts of Beef",5700,중국,1643,24183,3013,2799,25826,1
2021-01-07T00:00:00,2021,1701,"Fresh, Chilled, or Frozen Muscle Cuts of Beef",5800,한국,4034,52057,5256,4918,56091,1
2021-01-14T00:00:00,2021,1701,"Fresh, Chilled, or Frozen Muscle Cuts of Beef",5700,중국,1205,27268,4401,4290,30116,1
2021-01-14T00:00:00,2021,1701,"Fresh, Chilled, or Frozen Muscle Cuts of Beef",5800,한국,5115,50441,4083,3499,59590,1
2021-01-21T00:00:00,2021,1701,"Fresh, Chilled, or Frozen Muscle Cuts of Beef",5700,중국,1164,29367,3308,3263,33379,1
2021-01-21T00:00:00,2021,1701,"Fresh, Chilled, or Frozen Muscle Cuts of Beef",5800,한국,5190,53322,8470,8071,67661,1
2021-01-28T00:00:00,2021,1701,"Fresh, Chilled, or Frozen Muscle Cuts of Beef",5700,중국,1221,35121,7026,6975,40354,1
2021-01-28T00:00:00,2021,1701,"Fresh, Chilled, or Frozen Muscle Cuts of Beef",5800,한국,4889,58403,10279,9970,77631,1
2021-02-04T00:00:00,2021,1701,"Fresh, Chilled, or Frozen Muscle Cuts of Beef",5700,중국,1490,35388,1797,1757,42111,1
2021-02-04T00:00:00,2021,1701,"Fresh, Chilled, or Frozen Muscle Cuts of Beef",5800,한국,5012,57687,4766,4296,81927,1
2021-02-11T00:00:00,2021,1701,"Fresh, Chilled, or Frozen Muscle Cuts of Beef",5700,중국,1753,36023,2434,2388,44499,1
2021-02-11T00:00:00,2021,1701,"Fresh, Chilled, or Frozen Muscle Cuts of Beef",5800,한국,3854,63423,10165,9590,91517,1
2021-02-18T00:00:00,2021,1701,"Fresh, Chilled, or Frozen Muscle Cuts of Beef",5700,중국,1903,33157,207,-963,43536,1
2021-02-18T00:00:00,2021,1701,"Fresh, Chilled, or Frozen Muscle Cuts of Beef",5800,한국,4750,62505,4364,3832,95349,1
2021-02-25T00:00:00,2021,1701,"Fresh, Chilled, or Frozen Muscle Cuts of Beef",5700,중국,3087,34555,4513,4485,48021,1
2021-02-25T00:00:00,2021,1701,"Fresh, Chilled, or Frozen Muscle Cuts of Beef",5800,한국,5017,64250,7286,6762,102111,1
2021-03-04T00:00:00,2021,1701,"Fresh, Chilled, or Frozen Muscle Cuts of Beef",5700,중국,2721,33662,1931,1828,49849,1
2021-03-04T00:00:00,2021,1701,"Fresh, Chilled, or Frozen Muscle Cuts of Beef",5800,한국,5522,65287,6920,6559,108670,1
2021-03-11T00:00:00,2021,1701,"Fresh, Chilled, or Frozen Muscle Cuts of Beef",5700,중국,2715,36249,5373,5302,55151,1
2021-03-11T00:00:00,2021,1701,"Fresh, Chilled, or Frozen Muscle Cuts of Beef",5800,한국,4027,66667,5772,5407,114077,1
2021-03-18T00:00:00,2021,1701,"Fresh, Chilled, or Frozen Muscle Cuts of Beef",5700,중국,3157,36661,3619,3569,58720,1
2021-03-18T00:00:00,2021,1701,"Fresh, Chilled, or Frozen Muscle Cuts of Beef",5800,한국,4367,66740,4984,4440,118517,1
2021-03-25T00:00:00,2021,1701,"Fresh, Chilled, or Frozen Muscle Cuts of Beef",5700,중국,2875,39683,5974,5897,64617,1
2021-03-25T00:00:00,2021,1701,"Fresh, Chilled, or Frozen Muscle Cuts of Beef",5800,한국,5054,64287,3160,2601,121118,1
2021-04-01T00:00:00,2021,1701,"Fresh, Chilled, or Frozen Muscle Cuts of Beef",5700,중국,3150,38445,1982,1912,66529,1
2021-04-01T00:00:00,2021,1701,"Fresh, Chilled, or Frozen Muscle Cuts of Beef",5800,한국,6519,66827,9727,9059,130177,1
2021-04-08T00:00:00,2021,1701,"Fresh, Chilled, or Frozen Muscle Cuts of Beef",5700,중국,3489,38281,3391,3325,69854,1
2021-04-08T00:00:00,2021,1701,"Fresh, Chilled, or Frozen Muscle Cuts of Beef",5800,한국,5441,64320,3328,2934,133111,1
2021-04-15T00:00:00,2021,1701,"Fresh, Chilled, or Frozen Muscle Cuts of Beef",5700,중국,3618,37777,3206,3114,72968,1
2021-04-15T00:00:00,2021,1701,"Fresh, Chilled, or Frozen Muscle Cuts of Beef",5800,한국,6065,66058,8347,7803,140914,1
2021-04-22T00:00:00,2021,1701,"Fresh, Chilled, or Frozen Muscle Cuts of Beef",5700,중국,3135,36584,2093,1942,74910,1
2021-04-22T00:00:00,2021,1701,"Fresh, Chilled, or Frozen Muscle Cuts of Beef",5800,한국,5944,71826,12285,11712,152626,1
2021-04-29T00:00:00,2021,1701,"Fresh, Chilled, or Frozen Muscle Cuts of Beef",5700,중국,3171,34177,997,764,75674,1
2021-04-29T00:00:00,2021,1701,"Fresh, Chilled, or Frozen Muscle Cuts of Beef",5800,한국,5050,69050,2790,2274,154900,1
2021-05-06T00:00:00,2021,1701,"Fresh, Chilled, or Frozen Muscle Cuts of Beef",5700,중국,2576,34022,2508,2421,78095,1
2021-05-06T00:00:00,2021,1701,"Fresh, Chilled, or Frozen Muscle Cuts of Beef",5800,한국,5096,65928,2546,1974,156874,1
2021-05-13T00:00:00,2021,1701,"Fresh, Chilled, or Frozen Muscle Cuts of Beef",5700,중국,2879,40348,9248,9205,87300,1
2021-05-13T00:00:00,2021,1701,"Fresh, Chilled, or Frozen Muscle Cuts of Beef",5800,한국,5109,65299,4817,4480,161354,1
2021-05-20T00:00:00,2021,1701,"Fresh, Chilled, or Frozen Muscle Cuts of Beef",5700,중국,3519,45823,9115,8994,96294,1
2021-05-20T00:00:00,2021,1701,"Fresh, Chilled, or Frozen Muscle Cuts of Beef",5800,한국,4921,66336,6395,5958,167312,1
2021-05-27T00:00:00,2021,1701,"Fresh, Chilled, or Frozen Muscle Cuts of Beef",5700,중국,834,45178,246,189,96483,1
2021-05-27T00:00:00,2021,1701,"Fresh, Chilled, or Frozen Muscle Cuts of Beef",5800,한국,3524,65268,2841,2456,169768,1
2021-06-03T00:00:00,2021,1701,"Fresh, Chilled, or Frozen Muscle Cuts of Beef",5700,중국,4590,42926,2446,2338,98821,1
2021-06-03T00:00:00,2021,1701,"Fresh, Chilled, or Frozen Muscle Cuts of Beef",5800,한국,5356,63930,4489,4018,173786,1
2021-06-10T00:00:00,2021,1701,"Fresh, Chilled, or Frozen Muscle Cuts of Beef",5700,중국,3011,43496,3672,3581,102402,1
2021-06-10T00:00:00,2021,1701,"Fresh, Chilled, or Frozen Muscle Cuts of Beef",5800,한국,4943,60694,2203,1707,175493,1
2021-06-17T00:00:00,2021,1701,"Fresh, Chilled, or Frozen Muscle Cuts of Beef",5700,중국,4113,41006,1729,1623,104025,1
2021-06-17T00:00:00,2021,1701,"Fresh, Chilled, or Frozen Muscle Cuts of Beef",5800,한국,4674,62756,7185,6736,182229,1
2021-06-24T00:00:00,2021,1701,"Fresh, Chilled, or Frozen Muscle Cuts of Beef",5700,중국,4198,38866,2192,2058,106083,1
2021-06-24T00:00:00,2021,1701,"Fresh, Chilled, or Frozen Muscle Cuts of Beef",5800,한국,4872,60647,3376,2763,184992,1
2021-07-01T00:00:00,2021,1701,"Fresh, Chilled, or Frozen Muscle Cuts of Beef",5700,중국,3195,38417,2824,2746,108829,1
2021-07-01T00:00:00,2021,1701,"Fresh, Chilled, or Frozen Muscle Cuts of Beef",5800,한국,4713,66291,10730,10357,195349,1
2021-07-08T00:00:00,2021,1701,"Fresh, Chilled, or Frozen Muscle Cuts of Beef",5700,중국,3337,36635,1621,1555,110384,1
2021-07-08T00:00:00,2021,1701,"Fresh, Chilled, or Frozen Muscle Cuts of Beef",5800,한국,3815,63044,1285,568,195917,1
2021-07-15T00:00:00,2021,1701,"Fresh, Chilled, or Frozen Muscle Cuts of Beef",5700,중국,4001,36733,4202,4099,114483,1
2021-07-15T00:00:00,2021,1701,"Fresh, Chilled, or Frozen Muscle Cuts of Beef",5800,한국,5909,65690,9018,8555,204472,1
2021-07-22T00:00:00,2021,1701,"Fresh, Chilled, or Frozen Muscle Cuts of Beef",5700,중국,3109,38112,4576,4488,118971,1
2021-07-22T00:00:00,2021,1701,"Fresh, Chilled, or Frozen Muscle Cuts of Beef",5800,한국,5149,68763,8686,8222,212694,1
2021-07-29T00:00:00,2021,1701,"Fresh, Chilled, or Frozen Muscle Cuts of Beef",5700,중국,3586,36819,2371,2293,121264,1
2021-07-29T00:00:00,2021,1701,"Fresh, Chilled, or Frozen Muscle Cuts of Beef",5800,한국,6794,65230,3920,3261,215955,1
2021-08-05T00:00:00,2021,1701,"Fresh, Chilled, or Frozen Muscle Cuts of Beef",5700,중국,3071,34722,1113,974,122238,1
2021-08-05T00:00:00,2021,1701,"Fresh, Chilled, or Frozen Muscle Cuts of Beef",5800,한국,6011,61706,3274,2487,218442,1
2021-08-12T00:00:00,2021,1701,"Fresh, Chilled, or Frozen Muscle Cuts of Beef",5700,중국,4166,32397,2178,1841,124079,1
2021-08-12T00:00:00,2021,1701,"Fresh, Chilled, or Frozen Muscle Cuts of Beef",5800,한국,5595,58950,3251,2839,221281,1
2021-08-19T00:00:00,2021,1701,"Fresh, Chilled, or Frozen Muscle Cuts of Beef",5700,중국,3454,30480,1602,1537,125616,1
2021-08-19T00:00:00,2021,1701,"Fresh, Chilled, or Frozen Muscle Cuts of Beef",5800,한국,5328,56156,2989,2534,223815,1
2021-08-26T00:00:00,2021,1701,"Fresh, Chilled, or Frozen Muscle Cuts of Beef",5700,중국,3868,27213,1387,601,126217,1
2021-08-26T00:00:00,2021,1701,"Fresh, Chilled, or Frozen Muscle Cuts of Beef",5800,한국,5241,58223,7767,7308,231123,1
2021-09-02T00:00:00,2021,1701,"Fresh, Chilled, or Frozen Muscle Cuts of Beef",5700,중국,4012,25946,2814,2745,128962,1
2021-09-02T00:00:00,2021,1701,"Fresh, Chilled, or Frozen Muscle Cuts of Beef",5800,한국,4675,54481,1416,933,232056,1
2021-09-09T00:00:00,2021,1701,"Fresh, Chilled, or Frozen Muscle Cuts of Beef",5700,중국,2257,25046,1473,1357,130319,1
2021-09-09T00:00:00,2021,1701,"Fresh, Chilled, or Frozen Muscle Cuts of Beef",5800,한국,3984,55499,5347,5002,237058,1
2021-09-16T00:00:00,2021,1701,"Fresh, Chilled, or Frozen Muscle Cuts of Beef",5700,중국,3463,24614,3096,3031,133350,1
2021-09-16T00:00:00,2021,1701,"Fresh, Chilled, or Frozen Muscle Cuts of Beef",5800,한국,4667,54008,3573,3176,240234,1
2021-09-23T00:00:00,2021,1701,"Fresh, Chilled, or Frozen Muscle Cuts of Beef",5700,중국,3467,23909,2863,2762,136112,1
2021-09-23T00:00:00,2021,1701,"Fresh, Chilled, or Frozen Muscle Cuts of Beef",5800,한국,4897,54393,5733,5282,245516,1
2021-09-30T00:00:00,2021,1701,"Fresh, Chilled, or Frozen Muscle Cuts of Beef",5700,중국,2698,27225,6125,6014,142126,1
2021-09-30T00:00:00,2021,1701,"Fresh, Chilled, or Frozen Muscle Cuts of Beef",5800,한국,3741,53222,2941,2570,248086,1
2021-10-07T00:00:00,2021,1701,"Fresh, Chilled, or Frozen Muscle Cuts of Beef",5700,중국,2413,28249,3551,3437,145563,1
2021-10-07T00:00:00,2021,1701,"Fresh, Chilled, or Frozen Muscle Cuts of Beef",5800,한국,3814,51801,2914,2393,250479,1
2021-10-14T00:00:00,2021,1701,"Fresh, Chilled, or Frozen Muscle Cuts of Beef",5700,중국,3046,26812,1815,1609,147172,1
2021-10-14T00:00:00,2021,1701,"Fresh, Chilled, or Frozen Muscle Cuts of Beef",5800,한국,5404,47472,1514,1075,251554,1
2021-10-21T00:00:00,2021,1701,"Fresh, Chilled, or Frozen Muscle Cuts of Beef",5700,중국,3516,27835,4708,4539,151711,1
2021-10-21T00:00:00,2021,1701,"Fresh, Chilled, or Frozen Muscle Cuts of Beef",5800,한국,4718,48939,6650,6185,257739,1
2021-10-28T00:00:00,2021,1701,"Fresh, Chilled, or Frozen Muscle Cuts of Beef",5700,중국,3061,27604,2976,2830,154541,1
2021-10-28T00:00:00,2021,1701,"Fresh, Chilled, or Frozen Muscle Cuts of Beef",5800,한국,4630,51045,7248,6736,264475,1
2021-11-04T00:00:00,2021,1701,"Fresh, Chilled, or Frozen Muscle Cuts of Beef",5700,중국,3227,32607,8493,8230,162771,1
2021-11-04T00:00:00,2021,1701,"Fresh, Chilled, or Frozen Muscle Cuts of Beef",5800,한국,5007,47675,2341,1637,266112,1
2021-11-11T00:00:00,2021,1701,"Fresh, Chilled, or Frozen Muscle Cuts of Beef",5700,중국,3227,43131,13923,13751,176522,1
2021-11-11T00:00:00,2021,1701,"Fresh, Chilled, or Frozen Muscle Cuts of Beef",5800,한국,5375,43997,2177,1697,267809,1
2021-11-18T00:00:00,2021,1701,"Fresh, Chilled, or Frozen Muscle Cuts of Beef",5700,중국,3587,43986,4593,4442,180964,1
2021-11-18T00:00:00,2021,1701,"Fresh, Chilled, or Frozen Muscle Cuts of Beef",5800,한국,4773,43783,5105,4559,272368,1
2021-11-25T00:00:00,2021,1701,"Fresh, Chilled, or Frozen Muscle Cuts of Beef",5700,중국,3015,44316,3683,3345,184309,1
2021-11-25T00:00:00,2021,1701,"Fresh, Chilled, or Frozen Muscle Cuts of Beef",5800,한국,4459,49996,13761,10672,283040,1
2021-12-02T00:00:00,2021,1701,"Fresh, Chilled, or Frozen Muscle Cuts of Beef",5700,중국,3308,42961,2219,1953,186262,1
2021-12-02T00:00:00,2021,1701,"Fresh, Chilled, or Frozen Muscle Cuts of Beef",5800,한국,4359,41301,3043,-4336,278704,1
2021-12-09T00:00:00,2021,1701,"Fresh, Chilled, or Frozen Muscle Cuts of Beef",5700,중국,2950,43701,3788,3690,189952,1
2021-12-09T00:00:00,2021,1701,"Fresh, Chilled, or Frozen Muscle Cuts of Beef",5800,한국,5173,40612,5111,4484,283188,1
2021-12-16T00:00:00,2021,1701,"Fresh, Chilled, or Frozen Muscle Cuts of Beef",5700,중국,3079,44453,4130,3831,193783,1
2021-12-16T00:00:00,2021,1701,"Fresh, Chilled, or Frozen Muscle Cuts of Beef",5800,한국,5371,38021,4261,2780,285968,1
2021-12-23T00:00:00,2021,1701,"Fresh, Chilled, or Frozen Muscle Cuts of Beef",5700,중국,2752,42683,1270,982,194765,1
2021-12-23T00:00:00,2021,1701,"Fresh, Chilled, or Frozen Muscle Cuts of Beef",5800,한국,5199,34589,2227,1767,287735,1
2021-12-30T00:00:00,2021,1701,"Fresh, Chilled, or Frozen Muscle Cuts of Beef",5700,중국,1730,39779,113,-1174,193591,1
2021-12-30T00:00:00,2021,1701,"Fresh, Chilled, or Frozen Muscle Cuts of Beef",5800,한국,4107,28213,705,-2269,285466,1
2022-01-06T00:00:00,2022,1701,"Fresh, Chilled, or Frozen Muscle Cuts of Beef",5700,중국,1727,43740,41131,40722,45467,1
2022-01-06T00:00:00,2022,1701,"Fresh, Chilled, or Frozen Muscle Cuts of Beef",5800,한국,3065,66495,29568,29071,69560,1
2022-01-13T00:00:00,2022,1701,"Fresh, Chilled, or Frozen Muscle Cuts of Beef",5700,중국,1933,45665,3936,3858,49325,1
2022-01-13T00:00:00,2022,1701,"Fresh, Chilled, or Frozen Muscle Cuts of Beef",5800,한국,4462,63808,2234,1775,71335,1
2022-01-20T00:00:00,2022,1701,"Fresh, Chilled, or Frozen Muscle Cuts of Beef",5700,중국,1865,44441,1559,641,49966,1
2022-01-20T00:00:00,2022,1701,"Fresh, Chilled, or Frozen Muscle Cuts of Beef",5800,한국,3864,66162,6599,6218,77553,1
2022-01-27T00:00:00,2022,1701,"Fresh, Chilled, or Frozen Muscle Cuts of Beef",5700,중국,1869,43429,1045,857,50823,1
2022-01-27T00:00:00,2022,1701,"Fresh, Chilled, or Frozen Muscle Cuts of Beef",5800,한국,5913,63784,4299,3535,81088,1
2022-02-03T00:00:00,2022,1701,"Fresh, Chilled, or Frozen Muscle Cuts of Beef",5700,중국,2428,40730,248,-271,50552,1
2022-02-03T00:00:00,2022,1701,"Fresh, Chilled, or Frozen Muscle Cuts of Beef",5800,한국,4491,66638,7729,7345,88433,1
2022-02-10T00:00:00,2022,1701,"Fresh, Chilled, or Frozen Muscle Cuts of Beef",5700,중국,2361,38975,1693,606,51158,1
2022-02-10T00:00:00,2022,1701,"Fresh, Chilled, or Frozen Muscle Cuts of Beef",5800,한국,4946,71813,10756,10121,98554,1
2022-02-17T00:00:00,2022,1701,"Fresh, Chilled, or Frozen Muscle Cuts of Beef",5700,중국,2226,38619,1994,1870,53028,1
2022-02-17T00:00:00,2022,1701,"Fresh, Chilled, or Frozen Muscle Cuts of Beef",5800,한국,4200,69891,2839,2278,100832,1
2022-02-24T00:00:00,2022,1701,"Fresh, Chilled, or Frozen Muscle Cuts of Beef",5700,중국,2693,39986,4260,4060,57088,1
2022-02-24T00:00:00,2022,1701,"Fresh, Chilled, or Frozen Muscle Cuts of Beef",5800,한국,5227,74439,10244,9775,110607,1
2022-03-03T00:00:00,2022,1701,"Fresh, Chilled, or Frozen Muscle Cuts of Beef",5700,중국,2629,47724,10491,10367,67455,1
2022-03-03T00:00:00,2022,1701,"Fresh, Chilled, or Frozen Muscle Cuts of Beef",5800,한국,4464,73661,4166,3686,114293,1
2022-03-10T00:00:00,2022,1701,"Fresh, Chilled, or Frozen Muscle Cuts of Beef",5700,중국,2657,51630,6707,6563,74018,1
2022-03-10T00:00:00,2022,1701,"Fresh, Chilled, or Frozen Muscle Cuts of Beef",5800,한국,4609,71626,3265,2574,116867,1
2022-03-17T00:00:00,2022,1701,"Fresh, Chilled, or Frozen Muscle Cuts of Beef",5700,중국,8697,50525,7730,7592,81610,1
2022-03-17T00:00:00,2022,1701,"Fresh, Chilled, or Frozen Muscle Cuts of Beef",5800,한국,6370,74283,9692,9027,125894,1
2022-03-24T00:00:00,2022,1701,"Fresh, Chilled, or Frozen Muscle Cuts of Beef",5700,중국,3137,54525,7356,7137,88747,1
2022-03-24T00:00:00,2022,1701,"Fresh, Chilled, or Frozen Muscle Cuts of Beef",5800,한국,6538,72297,5242,4552,130446,1
2022-03-31T00:00:00,2022,1701,"Fresh, Chilled, or Frozen Muscle Cuts of Beef",5700,중국,3412,51090,453,-23,88724,1
2022-03-31T00:00:00,2022,1701,"Fresh, Chilled, or Frozen Muscle Cuts of Beef",5800,한국,5412,70821,4771,3936,134382,1
2022-04-07T00:00:00,2022,1701,"Fresh, Chilled, or Frozen Muscle Cuts of Beef",5700,중국,2966,48634,617,510,89234,1
2022-04-07T00:00:00,2022,1701,"Fresh, Chilled, or Frozen Muscle Cuts of Beef",5800,한국,5822,72512,8026,7513,141895,1
2022-04-14T00:00:00,2022,1701,"Fresh, Chilled, or Frozen Muscle Cuts of Beef",5700,중국,3633,47486,3234,2485,91719,1
2022-04-14T00:00:00,2022,1701,"Fresh, Chilled, or Frozen Muscle Cuts of Beef",5800,한국,6821,69752,4774,4061,145956,1
2022-04-21T00:00:00,2022,1701,"Fresh, Chilled, or Frozen Muscle Cuts of Beef",5700,중국,3150,45853,1582,1517,93236,1
2022-04-21T00:00:00,2022,1701,"Fresh, Chilled, or Frozen Muscle Cuts of Beef",5800,한국,4443,66568,1869,1259,147215,1
2022-04-28T00:00:00,2022,1701,"Fresh, Chilled, or Frozen Muscle Cuts of Beef",5700,중국,3196,44265,1658,1608,94844,1
2022-04-28T00:00:00,2022,1701,"Fresh, Chilled, or Frozen Muscle Cuts of Beef",5800,한국,5044,64682,3722,3158,150373,1
2022-05-05T00:00:00,2022,1701,"Fresh, Chilled, or Frozen Muscle Cuts of Beef",5700,중국,2509,42612,943,856,95700,1
2022-05-05T00:00:00,2022,1701,"Fresh, Chilled, or Frozen Muscle Cuts of Beef",5800,한국,6027,70660,12681,12005,162378,1
2022-05-12T00:00:00,2022,1701,"Fresh, Chilled, or Frozen Muscle Cuts of Beef",5700,중국,3076,42476,3138,2940,98640,1
2022-05-12T00:00:00,2022,1701,"Fresh, Chilled, or Frozen Muscle Cuts of Beef",5800,한국,6092,71931,8236,7363,169741,1
2022-05-19T00:00:00,2022,1701,"Fresh, Chilled, or Frozen Muscle Cuts of Beef",5700,중국,2526,42415,2585,2465,101105,1
2022-05-19T00:00:00,2022,1701,"Fresh, Chilled, or Frozen Muscle Cuts of Beef",5800,한국,4450,71388,4559,3907,173648,1
2022-05-26T00:00:00,2022,1701,"Fresh, Chilled, or Frozen Muscle Cuts of Beef",5700,중국,2726,44461,5050,4772,105877,1
2022-05-26T00:00:00,2022,1701,"Fresh, Chilled, or Frozen Muscle Cuts of Beef",5800,한국,5386,68724,3119,2722,176370,1
2022-06-02T00:00:00,2022,1701,"Fresh, Chilled, or Frozen Muscle Cuts of Beef",5700,중국,2360,47300,5456,5199,111076,1
2022-06-02T00:00:00,2022,1701,"Fresh, Chilled, or Frozen Muscle Cuts of Beef",5800,한국,4569,67760,4215,3605,179975,1
2022-06-09T00:00:00,2022,1701,"Fresh, Chilled, or Frozen Muscle Cuts of Beef",5700,중국,4035,47875,4726,4610,115686,1
2022-06-09T00:00:00,2022,1701,"Fresh, Chilled, or Frozen Muscle Cuts of Beef",5800,한국,4972,66248,4109,3460,183435,1
2022-06-16T00:00:00,2022,1701,"Fresh, Chilled, or Frozen Muscle Cuts of Beef",5700,중국,3289,45999,1811,1413,117099,1
2022-06-16T00:00:00,2022,1701,"Fresh, Chilled, or Frozen Muscle Cuts of Beef",5800,한국,4461,64345,3067,2558,185993,1
2022-06-23T00:00:00,2022,1701,"Fresh, Chilled, or Frozen Muscle Cuts of Beef",5700,중국,3815,46710,4879,4526,121625,1
2022-06-23T00:00:00,2022,1701,"Fresh, Chilled, or Frozen Muscle Cuts of Beef",5800,한국,5732,63688,6196,5075,191068,1
2022-06-30T00:00:00,2022,1701,"Fresh, Chilled, or Frozen Muscle Cuts of Beef",5700,중국,4220,40884,370,-1606,120019,1
2022-06-30T00:00:00,2022,1701,"Fresh, Chilled, or Frozen Muscle Cuts of Beef",5800,한국,4374,61031,2193,1717,192785,1
2022-07-07T00:00:00,2022,1701,"Fresh, Chilled, or Frozen Muscle Cuts of Beef",5700,중국,2257,39098,1379,471,120490,1
2022-07-07T00:00:00,2022,1701,"Fresh, Chilled, or Frozen Muscle Cuts of Beef",5800,한국,4479,55839,1805,-713,192072,1
2022-07-14T00:00:00,2022,1701,"Fresh, Chilled, or Frozen Muscle Cuts of Beef",5700,중국,3338,38858,3222,3098,123588,1
2022-07-14T00:00:00,2022,1701,"Fresh, Chilled, or Frozen Muscle Cuts of Beef",5800,한국,5489,58008,8151,7658,199730,1
2022-07-21T00:00:00,2022,1701,"Fresh, Chilled, or Frozen Muscle Cuts of Beef",5700,중국,2914,39058,3338,3114,126702,1
2022-07-21T00:00:00,2022,1701,"Fresh, Chilled, or Frozen Muscle Cuts of Beef",5800,한국,5964,59986,8592,7942,207672,1
2022-07-28T00:00:00,2022,1701,"Fresh, Chilled, or Frozen Muscle Cuts of Beef",5700,중국,2589,36527,781,58,126760,1
2022-07-28T00:00:00,2022,1701,"Fresh, Chilled, or Frozen Muscle Cuts of Beef",5800,한국,4912,57951,3510,2877,210549,1
2022-08-04T00:00:00,2022,1701,"Fresh, Chilled, or Frozen Muscle Cuts of Beef",5700,중국,4408,33955,1932,1836,128596,1
2022-08-04T00:00:00,2022,1701,"Fresh, Chilled, or Frozen Muscle Cuts of Beef",5800,한국,5078,55935,3439,3062,213611,1
2022-08-11T00:00:00,2022,1701,"Fresh, Chilled, or Frozen Muscle Cuts of Beef",5700,중국,3832,37479,7423,7356,135952,1
2022-08-11T00:00:00,2022,1701,"Fresh, Chilled, or Frozen Muscle Cuts of Beef",5800,한국,5634,52214,2297,1913,215524,1
2022-08-18T00:00:00,2022,1701,"Fresh, Chilled, or Frozen Muscle Cuts of Beef",5700,중국,0,37479,0,0,135952,1
2022-08-18T00:00:00,2022,1701,"Fresh, Chilled, or Frozen Muscle Cuts of Beef",5800,한국,0,52214,0,0,215524,1
2022-08-25T00:00:00,2022,1701,"Fresh, Chilled, or Frozen Muscle Cuts of Beef",5700,중국,7211,41571,11577,11303,147255,1
2022-08-25T00:00:00,2022,1701,"Fresh, Chilled, or Frozen Muscle Cuts of Beef",5800,한국,8631,50383,8011,6800,222324,1
2022-09-01T00:00:00,2022,1701,"Fresh, Chilled, or Frozen Muscle Cuts of Beef",5700,중국,3416,37529,382,-626,146629,1
2022-09-01T00:00:00,2022,1701,"Fresh, Chilled, or Frozen Muscle Cuts of Beef",5800,한국,4291,48637,3206,2545,224869,1
2022-09-08T00:00:00,2022,1701,"Fresh, Chilled, or Frozen Muscle Cuts of Beef",5700,중국,2582,33913,228,-1034,145595,1
2022-09-08T00:00:00,2022,1701,"Fresh, Chilled, or Frozen Muscle Cuts of Beef",5800,한국,3798,51506,7902,6667,231536,1
2022-09-15T00:00:00,2022,1701,"Fresh, Chilled, or Frozen Muscle Cuts of Beef",5700,중국,4312,35792,6354,6191,151786,1
2022-09-15T00:00:00,2022,1701,"Fresh, Chilled, or Frozen Muscle Cuts of Beef",5800,한국,4572,48152,1932,1218,232754,1
2022-09-22T00:00:00,2022,1701,"Fresh, Chilled, or Frozen Muscle Cuts of Beef",5700,중국,4220,37612,6132,6040,157826,1
2022-09-22T00:00:00,2022,1701,"Fresh, Chilled, or Frozen Muscle Cuts of Beef",5800,한국,4012,51435,7741,7295,240049,1
